country,individuals_using_internet%,GDP_current_US,access_to_electricity%,government_expenditure_on_education%,trade_in_services%,CO2_emisions,renewvable_energy_consumption%,rule_of_law_estimate,goverment_effectiveness_estimate,political_stability_estimate,population_density,gini_index,human_capital_index,year,internet_electricity_interaction,internet_usage_group
Botswana,0.0,0.0304114186788295,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,33.54115460600585,46.5,0.39244267344474804,1960,0.0,False
Botswana,1.11,0.032902592836286104,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,0.925313641416548,46.5,0.39244267344474804,1961,27.373988050460824,False
Botswana,1.11,0.035644931942153,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,0.946531858204083,46.5,0.39244267344474804,1962,27.373988050460824,False
Botswana,1.11,0.038091832989384705,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,0.968787606091084,46.5,0.39244267344474804,1963,27.373988050460824,False
Botswana,1.11,0.0416163683159934,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,0.992137349355072,46.5,0.39244267344474804,1964,27.373988050460824,False
Botswana,0.0,0.0457886706930146,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.00749033931502,46.5,0.39244267344474804,1965,0.0,False
Botswana,1.11,0.0514656244090769,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.01433663296455,46.5,0.39244267344474804,1966,27.373988050460824,False
Botswana,1.11,0.0586423852376744,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.02116175251001,46.5,0.39244267344474804,1967,27.373988050460824,False
Botswana,1.11,0.0662484269941409,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.02809980061052,46.5,0.39244267344474804,1968,27.373988050460824,False
Botswana,1.11,0.0773615329935123,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.03530252501191,46.5,0.39244267344474804,1969,27.373988050460824,False
Botswana,0.0,0.0962432981393833,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.0450196742717,46.5,0.39244267344474804,1970,0.0,False
Botswana,1.11,0.127448656125605,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.0660085049318,46.5,0.39244267344474804,1971,27.373988050460824,False
Botswana,1.11,0.164460827506605,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.10564289873485,46.5,0.39244267344474804,1972,27.373988050460824,False
Botswana,1.11,0.24412411565317602,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.15971626700545,46.5,0.39244267344474804,1973,27.373988050460824,False
Botswana,1.11,0.306044205922122,24.66125049591065,4.934684991836544,12.47603524776055,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.22027949817373,46.5,0.39244267344474804,1974,27.373988050460824,False
Botswana,0.0,0.355168715375176,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.28443879801669,46.5,0.39244267344474804,1975,0.0,False
Botswana,0.0,0.372025093434102,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.35236179485822,46.5,0.39244267344474804,1976,0.0,False
Botswana,0.0,0.45162495961005,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.4239020344785,46.5,0.39244267344474804,1977,0.0,False
Botswana,0.0,0.5904073751600329,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.49876307942054,46.5,0.39244267344474804,1978,0.0,False
Botswana,0.0,0.8198705951115369,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.57658849893247,46.5,0.39244267344474804,1979,0.0,False
Botswana,0.0,1.06088970511871,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.65612902087414,46.5,0.39244267344474804,1980,0.0,False
Botswana,0.0,1.07381240380662,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.73406560443245,46.5,0.39244267344474804,1981,0.0,False
Botswana,0.0,1.01494586082549,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.80510825260706,46.5,0.39244267344474804,1982,0.0,False
Botswana,0.0,1.17223057557996,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.87164434563196,46.5,0.39244267344474804,1983,0.0,False
Botswana,0.0,1.24082184927576,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,1.93949499761791,46.5,0.39244267344474804,1984,0.0,False
Botswana,0.0,1.11478353817406,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,2.00925308347891,46.5,0.39244267344474804,1985,0.0,False
Botswana,0.0,1.39260204014794,24.66125049591065,4.934684991836544,15.423899653840213,2276.6,82.065,-0.468431144952774,-0.598455905914307,-0.366829112172127,2.08081979072927,46.5,0.39244267344474804,1986,0.0,False
